,Loss,Error
451,0.3147248,1619778.6
452,0.0072856075,0.25318813
453,0.49770233,0.39156184
454,0.08270704,0.35626066
455,0.15375648,0.584002
456,0.159725,0.48535654
457,0.059392028,0.29296398
458,0.58965594,0.5488259
459,0.07497807,0.3979032
460,0.048625663,1628390.4
461,0.2691773,0.4291004
462,0.06266096,0.34909013
463,0.16000669,0.49822628
464,0.41571093,0.34385765
465,0.16339538,0.50001675
466,0.09164783,1586032.4
467,0.25324705,0.43499535
468,0.11400582,0.4405049
469,0.12598114,0.4042214
470,0.12159129,0.41157132
471,0.2471829,0.3631629
472,0.46664798,0.5512133
473,0.1219835,0.3326527
474,0.088188946,0.4379458
475,0.046673965,0.48470512
476,0.08729321,0.36708218
477,0.30642074,0.33420396
478,0.45390737,1580751.6
479,0.17049484,0.5357165
480,0.10188046,0.30223706
481,0.21801008,0.2663665
482,0.46902078,0.61670434
483,0.17158763,1393666.1
484,0.16707231,0.37068784
485,0.0702804,0.36619422
486,0.21327144,0.2977041
487,0.2040334,0.50926393
488,0.07888179,0.25111416
489,0.029215999,0.2889558
490,0.12129377,1671433.8
491,0.49521366,0.4829765
492,0.17132303,0.48788628
493,0.14625019,0.402692
494,0.46279314,1856280.4
495,0.033874292,0.5000881
496,0.35206902,0.5977483
497,0.035022836,0.30746982
498,0.0411153,0.33125874
499,0.15900654,0.34409153
500,0.51221836,1818130.4
501,0.036489695,0.58636594
502,0.13191776,0.31606293
503,0.2554698,0.40031204
504,0.075213335,1475193.0
505,0.100952394,0.23081475
506,0.09942982,0.44701454
507,0.2683554,0.36341178
508,0.103250034,0.2541185
509,0.45364925,0.592718
510,0.26533848,0.5575812
511,0.054838113,0.35642642
512,0.39473608,0.34725714
513,0.20239857,1306979.6
514,0.15550078,0.38936248
515,0.13939972,0.50648767
516,0.08939251,0.26395714
517,0.06934393,0.29418576
518,0.6108152,0.8025742
519,0.012078563,1645249.5
520,0.033806622,0.42407608
521,0.363704,0.40242758
522,0.03916725,0.29431033
523,0.5894306,0.73682743
524,0.03909487,0.27144724
525,0.2470114,0.316483
526,0.17193954,0.3879167
527,0.05601838,1544312.8
528,0.0057455753,0.36105865
529,0.14752609,0.4356958
530,0.5184725,0.4050439
531,0.15304501,0.24762088
532,0.06314284,1438394.2
533,0.08559093,0.53489083
534,0.04701127,0.27224034
535,0.23531188,1622742.2
536,0.16070506,0.4276206
537,0.48787388,0.4407551
538,0.100313164,0.3487464
539,0.15258022,0.4883222
540,0.018536732,0.2882384
541,0.4430916,0.42564562
542,0.31271636,0.5671535
543,0.117049694,0.5709524
544,0.17354655,0.28902107
545,0.051360443,0.2580241
546,0.04601516,0.18809988
547,0.120584354,0.4893337
548,0.1377554,1670231.5
549,0.06421295,0.3090225
550,0.54546285,0.5325914
551,0.28377244,0.40016082
552,0.4478073,0.36867857
553,0.35405505,0.71261054
554,0.07953412,1526168.8
555,0.14493686,0.22519922
556,0.06632501,0.38671792
557,0.13416529,0.3418991
558,0.26321805,0.32493913
559,0.055714805,0.230038
560,0.18188791,0.49359852
561,0.14864874,1360284.6
562,0.093052775,0.31501758
563,0.030068211,0.4866742
564,0.037657145,0.51743
565,0.31072485,0.5994325
566,0.14372936,1749483.5
567,0.07026179,0.34592342
568,0.026672773,0.16216938
569,0.14093682,0.3037561
570,0.325472,0.45913792
571,0.061614327,2038417.4
572,0.06753828,0.22714962
573,0.457942,0.3203192
574,0.032953706,0.60437685
575,0.24938565,0.4853211
576,0.110182576,0.19760254
577,0.06514813,1948153.8
578,0.294555,0.42953423
579,0.22189961,0.5839936
580,0.046151865,0.4651295
581,0.44343704,0.3270617
582,0.38800654,0.5912209
583,0.088437766,0.29199064
584,0.45942485,0.2791041
585,0.060584128,0.19416545
586,0.14531112,0.5185638
587,0.026695363,0.29405177
588,0.025290098,0.17653245
589,0.13039283,0.31351888
590,0.09687725,0.45711532
591,0.5279896,0.46049064
592,0.26923472,0.3440975
593,0.123203196,0.4536801
594,0.016155876,0.28029
595,0.13878384,0.29330188
596,0.33880717,0.4548677
597,0.4378984,1712377.8
598,0.13498777,0.3157961
599,0.10470025,0.33143532
